source,target,order,distance_km,shared_period
Ghistelles/Gistel,Avesnes-les-Bapaume,Benedictine,117.2,1128-1790
Ghistelles/Gistel,Abbaye des Dames d'Étrun,Benedictine,95.5,1100-1792
Ghistelles/Gistel,Amiens,Benedictine,148.3,None
Ghistelles/Gistel,Bourbourg,Benedictine,58.6,1103-1790
Ghistelles/Gistel,Auchy,Benedictine,104.0,None
Ghistelles/Gistel,Guînes Abbey,Benedictine,83.1,1117-1796
Ghistelles/Gistel,Minster in Thanet,Benedictine,117.1,None
Ghistelles/Gistel,Lyminge,Benedictine,131.2,None
Ghistelles/Gistel,Canterbury,Benedictine,132.3,None
Ghistelles/Gistel,S. Sexburga,Benedictine,132.3,None
Marchiennes,Stocquoy,Benedictine,26.0,None
Marchiennes,Odeghem,Benedictine,89.1,None
Marchiennes,Rouez,Benedictine,83.6,None
Marchiennes,Gerigny Priory,Benedictine,46.2,None
Marchiennes,Avesnes-les-Bapaume,Benedictine,46.1,None
Marchiennes,Abbaye des Dames d'Étrun,Benedictine,42.5,None
Marchiennes,Amiens,Benedictine,90.6,643-900
Marchiennes,Bourbourg,Benedictine,97.1,None
Marchiennes,Auchy,Benedictine,83.6,700-880
Marchiennes,Guînes Abbey,Benedictine,112.0,None
"Beaurepaire (Somain, Nord, France)",Premy,Augustinian,20.5,1185-1790
"Beaurepaire (Somain, Nord, France)",Beaulieu-les-Sin-le-Noble,Augustinian,11.9,1224-1790
"Beaurepaire (Somain, Nord, France)",Fatres et sorores de sacco,Augustinian,14.3,1270-1280
"Beaurepaire (Somain, Nord, France)",Antwerp (Soeurs Blanches),Augustinian,124.1,1480-1790
"Beaurepaire (Somain, Nord, France)",Antwerp,Augustinian,124.1,1279-1790
"Beaurepaire (Somain, Nord, France)",Couvent des Falcontines (Mariëndal),Augustinian,124.1,1354-1790
"Beaurepaire (Somain, Nord, France)",Arras ,Augustinian,36.3,1250-1280
"Beaurepaire (Somain, Nord, France)","Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",Augustinian,50.2,1182-1790
"Beaurepaire (Somain, Nord, France)",Notre-Dame de la Presentation,Augustinian,146.5,1493-1790
Herentals,Facons,Beguine,30.8,1410-1550
Herentals,Brasschaat,Beguine,30.8,1483-1796
Premy,Beaulieu-les-Sin-le-Noble,Augustinian,22.5,1224-1790
Premy,Fatres et sorores de sacco,Augustinian,24.3,1270-1280
Premy,Antwerp (Soeurs Blanches),Augustinian,142.3,1480-1790
Premy,Antwerp,Augustinian,142.3,1279-1790
Premy,Couvent des Falcontines (Mariëndal),Augustinian,142.3,1354-1790
Premy,Arras ,Augustinian,34.7,1250-1280
Premy,"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",Augustinian,46.2,1185-1790
Stocquoy,Odeghem,Benedictine,114.9,1129-1299
Stocquoy,Rouez,Benedictine,57.6,1129-1200
Stocquoy,Jouarre Abbey,Benedictine,139.1,1129-1299
Stocquoy,Gerigny Priory,Benedictine,25.4,1129-1299
Stocquoy,Avesnes-les-Bapaume,Benedictine,29.2,1129-1299
Stocquoy,Abbaye des Dames d'Étrun,Benedictine,40.9,1129-1299
Stocquoy,Amiens,Benedictine,74.0,None
Stocquoy,Bourbourg,Benedictine,112.7,1129-1299
Stocquoy,Auchy,Benedictine,84.2,None
Stocquoy,Beaumont-les-Nonnains,Benedictine,129.1,1222-1225
Stocquoy,Guînes Abbey,Benedictine,123.5,1129-1299
Eewen,Zandvliet,Premonstratensian,28.2,1130-1299
Odeghem,Gerigny Priory,Benedictine,129.5,1122-1790
Odeghem,Avesnes-les-Bapaume,Benedictine,125.7,1128-1790
Odeghem,Abbaye des Dames d'Étrun,Benedictine,106.1,1110-1792
Odeghem,Bourbourg,Benedictine,77.4,1110-1790
Odeghem,Auchy,Benedictine,119.8,None
Odeghem,Guînes Abbey,Benedictine,101.9,1117-1796
Odeghem,Minster in Thanet,Benedictine,134.0,None
Odeghem,Lyminge,Benedictine,149.2,None
Odeghem,Canterbury,Benedictine,149.6,None
Odeghem,S. Sexburga,Benedictine,149.6,None
Spermalie,Flines-l’Abbaye,Cistercian,87.0,1233-1790
Spermalie,"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Cistercian,106.8,1225-1790
Spermalie,Douai Abbey,Cistercian,93.7,1216-1790
Spermalie,Notre-Dame-des-Pres,Cistercian,93.7,1231-1790
Spermalie,Marquette-lez-Lille Abbey (Nord),Cistercian,60.3,1226-1790
Spermalie,Notre-Dames-des-Fonts,Cistercian,39.2,1200-1790
Spermalie,Fonts-les-Alais Abbey,Cistercian,39.2,1201-1790
Spermalie,Biaches,Cistercian,144.6,1235-1790
Spermalie,Monchy-le-Perreux,Cistercian,107.0,1238-1790
Spermalie,"Brayelle-les-Annay, la",Cistercian,86.3,1200-1791
Spermalie,"Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,109.7,1228-1790
Spermalie,Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,72.8,1204-1790
Spermalie,Oost-Eeklo,Cistercian,36.7,1228-1797
Spermalie,"Bethléem (Damme, Belgium)",Cistercian,6.2,1230-1796
Spermalie,Woestine,Cistercian,80.0,1217-1790
Spermalie,Clairmarais,Cistercian,80.9,1222-1790
Spermalie,Blandeques,Cistercian,86.0,1200-1790
Spermalie,Abbaye de Ravensberghe,Cistercian,82.2,1200-1790
Spermalie,Bonham,Cistercian,83.4,1223-1790
Spermalie,Willencourt,Cistercian,134.1,1200-1790
Spermalie,Bouhan,Cistercian,99.9,1223-1395
Rouez,Jouarre Abbey,Benedictine,81.5,1122-1200
Rouez,Gerigny Priory,Benedictine,48.9,1122-1200
Rouez,Avesnes-les-Bapaume,Benedictine,56.2,1128-1200
Rouez,Abbaye des Dames d'Étrun,Benedictine,81.4,1122-1200
Rouez,Montmartre Abbey ,Benedictine,108.6,1134-1200
Rouez,Amiens,Benedictine,70.3,None
Rouez,Argenteuil,Benedictine,105.2,1122-1129
Rouez,Auchy,Benedictine,114.0,None
Rouez,Beaumont-les-Nonnains,Benedictine,94.1,None
Rouez,les Andelys,Benedictine,137.6,None
Cour-Notre-Dame-les-Gouvernay,la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,126.4,1240-1790
Cour-Notre-Dame-les-Gouvernay,Pont-aux-Dames,Cistercian,71.2,1226-1790
Cour-Notre-Dame-les-Gouvernay,"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,107.7,1225-1790
Cour-Notre-Dame-les-Gouvernay,la Joie Abbey (St-Pierre-les-Nemours),Cistercian,38.8,1230-1790
Cour-Notre-Dame-les-Gouvernay,Notre Dame du Lys,Cistercian,49.1,1244-1790
Cour-Notre-Dame-les-Gouvernay,"Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",Cistercian,49.1,1244-1790
Cour-Notre-Dame-les-Gouvernay,Boulancourt,Cistercian,56.7,1225-1790
Cour-Notre-Dame-les-Gouvernay,"Clairets, les",Cistercian,89.1,1225-1790
Cour-Notre-Dame-les-Gouvernay,Paris (S. Antoine-des-Champs),Cistercian,89.1,1225-1790
Cour-Notre-Dame-les-Gouvernay,Villiers-aux-Nonnains,Cistercian,68.0,1225-1790
Cour-Notre-Dame-les-Gouvernay,Beauvoir,Cistercian,148.6,1234-1790
Cour-Notre-Dame-les-Gouvernay,Maubisson,Cistercian,116.4,1241-1790
Cour-Notre-Dame-les-Gouvernay,Abbaye de Voisins,Cistercian,117.7,1225-1790
Cour-Notre-Dame-les-Gouvernay,Chartres,Cistercian,127.9,1226-1790
Flines-l’Abbaye,"Beaupré (Beaumont-en-Bière, France)",Cistercian,82.3,1233-1790
Flines-l’Abbaye,"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Cistercian,20.1,1233-1790
Flines-l’Abbaye,Douai Abbey,Cistercian,9.6,1233-1790
Flines-l’Abbaye,Notre-Dame-des-Pres,Cistercian,9.6,1233-1790
Flines-l’Abbaye,Marquette-lez-Lille Abbey (Nord),Cistercian,28.9,1233-1790
Flines-l’Abbaye,la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,113.2,1240-1790
Flines-l’Abbaye,Notre-Dames-des-Fonts,Cistercian,57.2,1233-1790
Flines-l’Abbaye,Fonts-les-Alais Abbey,Cistercian,57.2,1233-1790
Flines-l’Abbaye,Abbaye-aux-Bois,Cistercian,83.9,1233-1790
Flines-l’Abbaye,Biaches,Cistercian,59.2,1235-1790
Flines-l’Abbaye,Monchy-le-Perreux,Cistercian,26.9,1238-1790
Flines-l’Abbaye,"Brayelle-les-Annay, la",Cistercian,21.7,1233-1790
Flines-l’Abbaye,"Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,29.8,1233-1790
Flines-l’Abbaye,"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,137.0,1233-1790
Flines-l’Abbaye,Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,40.6,1233-1790
Flines-l’Abbaye,Oost-Eeklo,Cistercian,98.1,1233-1790
Flines-l’Abbaye,"Bethléem (Damme, Belgium)",Cistercian,91.8,1233-1790
Flines-l’Abbaye,Paraclet-des-Champs,Cistercian,85.8,1233-1790
Flines-l’Abbaye,Woestine,Cistercian,66.5,1233-1790
Flines-l’Abbaye,Clairmarais,Cistercian,72.8,1233-1790
Flines-l’Abbaye,Blandeques,Cistercian,71.7,1233-1790
Flines-l’Abbaye,Abbaye de Ravensberghe,Cistercian,82.0,1233-1790
Flines-l’Abbaye,Bonham,Cistercian,90.5,1233-1790
Flines-l’Abbaye,Willencourt,Cistercian,80.4,1233-1790
Flines-l’Abbaye,Beauvais,Cistercian,135.4,1233-1790
Flines-l’Abbaye,Épagne-Épagnette Abbey,Cistercian,101.2,1233-1790
Flines-l’Abbaye,Bouhan,Cistercian,110.0,1233-1395
Flines-l’Abbaye,"Bival (Nesle-Hodeng, France)",Cistercian,144.2,1233-1790
Blesle,Chamalieres,Benedictine,51.2,885-1600
Blesle,Monastère de Royat ,Benedictine,50.5,885-900
Blesle,Sarrazac,Benedictine,127.4,885-900
"S. Maria Magdalena (Barcelona, Spain)","La Merced (Barcelona, Spain)",Augustinian,0.0,1372-1835
"S. Maria Magdalena (Barcelona, Spain)","Sorores del Saco, Santa Maria del Mar",Augustinian,0.0,None
"S. Maria Magdalena (Barcelona, Spain)",S. Llucia de Rajadell,Augustinian,55.0,1372-1500
"S. Maria Magdalena (Barcelona, Spain)","S. Maria del Camp (Veciana, Spain)",Augustinian,64.9,1372-1835
"Beaupré (Beaumont-en-Bière, France)","Le Verger (Oisy-le-Verger, Pas-de-Calais)",Cistercian,62.6,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Douai Abbey,Cistercian,76.1,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Notre-Dame-des-Pres,Cistercian,76.1,1231-1790
"Beaupré (Beaumont-en-Bière, France)",Marquette-lez-Lille Abbey (Nord),Cistercian,110.0,1228-1790
"Beaupré (Beaumont-en-Bière, France)",la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,31.7,1240-1790
"Beaupré (Beaumont-en-Bière, France)",Notre-Dames-des-Fonts,Cistercian,137.2,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Fonts-les-Alais Abbey,Cistercian,137.2,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Abbaye-aux-Bois,Cistercian,15.7,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Biaches,Cistercian,30.9,1235-1790
"Beaupré (Beaumont-en-Bière, France)",Monchy-le-Perreux,Cistercian,67.0,1238-1790
"Beaupré (Beaumont-en-Bière, France)","Brayelle-les-Annay, la",Cistercian,88.1,1228-1790
"Beaupré (Beaumont-en-Bière, France)","Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,65.1,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Pont-aux-Dames,Cistercian,91.5,1228-1790
"Beaupré (Beaumont-en-Bière, France)","Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,57.2,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,109.8,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Notre Dame du Lys,Cistercian,132.2,1244-1790
"Beaupré (Beaumont-en-Bière, France)","Le Lys (Dammarie-lès-Lys, Seine-et-Marne)",Cistercian,135.3,1244-1790
"Beaupré (Beaumont-en-Bière, France)",Paraclet-des-Champs,Cistercian,56.1,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Woestine,Cistercian,128.0,1228-1790
"Beaupré (Beaumont-en-Bière, France)","Clairets, les",Cistercian,108.3,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Paris (S. Antoine-des-Champs),Cistercian,108.3,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Villiers-aux-Nonnains,Cistercian,146.8,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Clairmarais,Cistercian,134.0,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Blandeques,Cistercian,129.7,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Abbaye de Ravensberghe,Cistercian,143.2,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Maubisson,Cistercian,102.9,1241-1790
"Beaupré (Beaumont-en-Bière, France)",Willencourt,Cistercian,96.7,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Beauvais,Cistercian,80.5,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Épagne-Épagnette Abbey,Cistercian,99.9,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Gomerfontaine Abbey,Cistercian,103.8,1228-1790
"Beaupré (Beaumont-en-Bière, France)","Le Trésor (Bus-Saint-Rémy, Somme)",Cistercian,124.7,1228-1790
"Beaupré (Beaumont-en-Bière, France)","Bival (Nesle-Hodeng, France)",Cistercian,117.2,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Fontaine-Guérard Abbey,Cistercian,135.5,1228-1790
"Beaupré (Beaumont-en-Bière, France)",Abbaye de Saint-Saëns,Cistercian,133.1,1228-1790
Jouarre Abbey,Rozoy-le-Jeune,Benedictine,90.3,1106-1790
Jouarre Abbey,Gerigny Priory,Benedictine,126.8,1122-1790
Jouarre Abbey,Avesnes-les-Bapaume,Benedictine,132.6,1128-1790
Jouarre Abbey,Montmartre Abbey ,Benedictine,57.4,1134-1790
Jouarre Abbey,Amiens,Benedictine,123.0,630-900
Jouarre Abbey,Argenteuil,Benedictine,64.4,660-1129
Jouarre Abbey,Beaumont-les-Nonnains,Benedictine,93.0,1222-1225
Jouarre Abbey,les Andelys,Benedictine,130.1,630-900
Jouarre Abbey,Évreux Abbey,Benedictine,144.7,1060-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Douai Abbey,Cistercian,13.8,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Notre-Dame-des-Pres,Cistercian,13.8,1231-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Marquette-lez-Lille Abbey (Nord),Cistercian,47.5,1226-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,93.3,1240-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Notre-Dames-des-Fonts,Cistercian,75.1,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Fonts-les-Alais Abbey,Cistercian,75.1,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Abbaye-aux-Bois,Cistercian,63.8,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Biaches,Cistercian,39.4,1235-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Monchy-le-Perreux,Cistercian,16.5,1238-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)","Brayelle-les-Annay, la",Cistercian,29.3,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)","Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,18.0,1228-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)","Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,116.9,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,52.0,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Oost-Eeklo,Cistercian,117.9,1228-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)","Bethléem (Damme, Belgium)",Cistercian,111.7,1230-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Paraclet-des-Champs,Cistercian,69.0,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Woestine,Cistercian,75.4,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Clairmarais,Cistercian,81.8,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Blandeques,Cistercian,79.3,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Abbaye de Ravensberghe,Cistercian,91.4,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Bonham,Cistercian,100.3,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Willencourt,Cistercian,73.6,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Beauvais,Cistercian,117.3,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Épagne-Épagnette Abbey,Cistercian,91.3,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Bouhan,Cistercian,118.4,1225-1395
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Gomerfontaine Abbey,Cistercian,141.4,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)","Bival (Nesle-Hodeng, France)",Cistercian,130.7,1225-1790
"Le Verger (Oisy-le-Verger, Pas-de-Calais)",Abbaye de Saint-Saëns,Cistercian,146.5,1225-1790
Beaulieu-les-Sin-le-Noble,Fatres et sorores de sacco,Augustinian,2.6,1270-1280
Beaulieu-les-Sin-le-Noble,Antwerp (Soeurs Blanches),Augustinian,131.5,1480-1790
Beaulieu-les-Sin-le-Noble,Antwerp,Augustinian,131.5,1279-1790
Beaulieu-les-Sin-le-Noble,Couvent des Falcontines (Mariëndal),Augustinian,131.5,1354-1790
Beaulieu-les-Sin-le-Noble,Arras ,Augustinian,25.0,1250-1280
Beaulieu-les-Sin-le-Noble,"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",Augustinian,39.0,1224-1790
Clermont,Brive-la-Gaillarde,Franciscan,139.5,1296-2025
Douai Abbey,Notre-Dame-des-Pres,Cistercian,0.0,1231-1790
Douai Abbey,Marquette-lez-Lille Abbey (Nord),Cistercian,33.9,1226-1790
Douai Abbey,la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,106.4,1240-1790
Douai Abbey,Notre-Dames-des-Fonts,Cistercian,61.4,1216-1790
Douai Abbey,Fonts-les-Alais Abbey,Cistercian,61.4,1216-1790
Douai Abbey,Abbaye-aux-Bois,Cistercian,76.3,1216-1790
Douai Abbey,Biaches,Cistercian,51.1,1235-1790
Douai Abbey,Monchy-le-Perreux,Cistercian,17.3,1238-1790
Douai Abbey,"Brayelle-les-Annay, la",Cistercian,17.4,1216-1790
Douai Abbey,"Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,20.2,1228-1790
Douai Abbey,"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,129.6,1216-1790
Douai Abbey,Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,39.4,1216-1790
Douai Abbey,Oost-Eeklo,Cistercian,106.9,1228-1790
Douai Abbey,"Bethléem (Damme, Belgium)",Cistercian,98.8,1230-1790
Douai Abbey,Paraclet-des-Champs,Cistercian,76.3,1219-1790
Douai Abbey,Woestine,Cistercian,64.1,1217-1790
Douai Abbey,Clairmarais,Cistercian,70.5,1222-1790
Douai Abbey,Blandeques,Cistercian,68.5,1216-1790
Douai Abbey,Abbaye de Ravensberghe,Cistercian,79.9,1216-1790
Douai Abbey,Bonham,Cistercian,88.7,1223-1790
Douai Abbey,Willencourt,Cistercian,71.8,1216-1790
Douai Abbey,Beauvais,Cistercian,126.1,1217-1790
Douai Abbey,Épagne-Épagnette Abbey,Cistercian,92.1,1216-1790
Douai Abbey,Bouhan,Cistercian,107.5,1223-1395
Douai Abbey,Gomerfontaine Abbey,Cistercian,149.8,1216-1790
Douai Abbey,"Bival (Nesle-Hodeng, France)",Cistercian,134.6,1216-1790
Douai Abbey,Abbaye de Saint-Saëns,Cistercian,150.0,1216-1790
Notre-Dame-des-Pres,Marquette-lez-Lille Abbey (Nord),Cistercian,33.9,1231-1790
Notre-Dame-des-Pres,la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,106.4,1240-1790
Notre-Dame-des-Pres,Notre-Dames-des-Fonts,Cistercian,61.4,1231-1790
Notre-Dame-des-Pres,Fonts-les-Alais Abbey,Cistercian,61.4,1231-1790
Notre-Dame-des-Pres,Abbaye-aux-Bois,Cistercian,76.3,1231-1790
Notre-Dame-des-Pres,Biaches,Cistercian,51.1,1235-1790
Notre-Dame-des-Pres,Monchy-le-Perreux,Cistercian,17.3,1238-1790
Notre-Dame-des-Pres,"Brayelle-les-Annay, la",Cistercian,17.4,1231-1790
Notre-Dame-des-Pres,"Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,20.2,1231-1790
Notre-Dame-des-Pres,"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,129.6,1231-1790
Notre-Dame-des-Pres,Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,39.4,1231-1790
Notre-Dame-des-Pres,Oost-Eeklo,Cistercian,106.9,1231-1790
Notre-Dame-des-Pres,"Bethléem (Damme, Belgium)",Cistercian,98.8,1231-1790
Notre-Dame-des-Pres,Paraclet-des-Champs,Cistercian,76.3,1231-1790
Notre-Dame-des-Pres,Woestine,Cistercian,64.1,1231-1790
Notre-Dame-des-Pres,Clairmarais,Cistercian,70.5,1231-1790
Notre-Dame-des-Pres,Blandeques,Cistercian,68.5,1231-1790
Notre-Dame-des-Pres,Abbaye de Ravensberghe,Cistercian,79.9,1231-1790
Notre-Dame-des-Pres,Bonham,Cistercian,88.7,1231-1790
Notre-Dame-des-Pres,Willencourt,Cistercian,71.8,1231-1790
Notre-Dame-des-Pres,Beauvais,Cistercian,126.1,1231-1790
Notre-Dame-des-Pres,Épagne-Épagnette Abbey,Cistercian,92.1,1231-1790
Notre-Dame-des-Pres,Bouhan,Cistercian,107.5,1231-1395
Notre-Dame-des-Pres,Gomerfontaine Abbey,Cistercian,149.8,1231-1790
Notre-Dame-des-Pres,"Bival (Nesle-Hodeng, France)",Cistercian,134.6,1231-1790
Notre-Dame-des-Pres,Abbaye de Saint-Saëns,Cistercian,150.0,1231-1790
Fatres et sorores de sacco,Antwerp (Soeurs Blanches),Augustinian,132.5,None
Fatres et sorores de sacco,Antwerp,Augustinian,132.5,1279-1280
Fatres et sorores de sacco,Couvent des Falcontines (Mariëndal),Augustinian,132.5,None
Fatres et sorores de sacco,Arras ,Augustinian,23.1,1270-1280
Fatres et sorores de sacco,"Macquincourt Priory (Gouy-en-Artois, Pas-de-Calais)",Augustinian,37.0,1270-1280
Chamalieres,Monastère de Royat ,Benedictine,1.6,665-900
Chamalieres,Charenton,Benedictine,111.2,665-1113
Chamalieres,Sarrazac,Benedictine,142.7,840-900
Chamalieres,Limoges Abbey (Haute-Vienne),Benedictine,140.1,817-1600
Marquette-lez-Lille Abbey (Nord),la Joie-Ste Clare (Berneuil-sur-Aisne),Cistercian,140.3,1240-1790
Marquette-lez-Lille Abbey (Nord),Notre-Dames-des-Fonts,Cistercian,28.4,1226-1790
Marquette-lez-Lille Abbey (Nord),Fonts-les-Alais Abbey,Cistercian,28.4,1226-1790
Marquette-lez-Lille Abbey (Nord),Abbaye-aux-Bois,Cistercian,109.9,1226-1790
Marquette-lez-Lille Abbey (Nord),Biaches,Cistercian,84.3,1235-1790
Marquette-lez-Lille Abbey (Nord),Monchy-le-Perreux,Cistercian,46.7,1238-1790
Marquette-lez-Lille Abbey (Nord),"Brayelle-les-Annay, la",Cistercian,26.9,1226-1790
Marquette-lez-Lille Abbey (Nord),"Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,49.6,1228-1790
Marquette-lez-Lille Abbey (Nord),Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,25.2,1226-1790
Marquette-lez-Lille Abbey (Nord),Oost-Eeklo,Cistercian,78.3,1228-1790
Marquette-lez-Lille Abbey (Nord),"Bethléem (Damme, Belgium)",Cistercian,65.6,1230-1790
Marquette-lez-Lille Abbey (Nord),Paraclet-des-Champs,Cistercian,104.1,1226-1790
Marquette-lez-Lille Abbey (Nord),Woestine,Cistercian,49.3,1226-1790
Marquette-lez-Lille Abbey (Nord),Clairmarais,Cistercian,54.7,1226-1790
Marquette-lez-Lille Abbey (Nord),Blandeques,Cistercian,55.8,1226-1790
Marquette-lez-Lille Abbey (Nord),Abbaye de Ravensberghe,Cistercian,62.5,1226-1790
Marquette-lez-Lille Abbey (Nord),Bonham,Cistercian,69.8,1226-1790
Marquette-lez-Lille Abbey (Nord),Willencourt,Cistercian,84.4,1226-1790
Marquette-lez-Lille Abbey (Nord),Épagne-Épagnette Abbey,Cistercian,108.0,1226-1790
Marquette-lez-Lille Abbey (Nord),Bouhan,Cistercian,90.3,1226-1395
Monastère de Royat ,Charenton,Benedictine,111.8,665-900
Monastère de Royat ,Sarrazac,Benedictine,141.1,840-900
Monastère de Royat ,Limoges Abbey (Haute-Vienne),Benedictine,138.8,817-900
Nonenque,"Les Ollieux (Montséret, Aude)",Cistercian,87.4,1200-1789
Nonenque,Abbey of l’Êule (Le Soler),Cistercian,133.8,1174-1789
Nonenque,"Lissac  (Lissac-et-Mouret, Lot)",Cistercian,118.0,1286-1789
Nonenque,Mirepoix,Cistercian,127.7,1330-1789
Nonenque,"Beaulieu (Mirepoix, Ariège, France)",Cistercian,127.7,1298-1789
Nonenque,Costejean Abbey,Cistercian,106.6,1220-1789
Nonenque,Valnegre,Cistercian,137.1,1206-1789
Nonenque,"Leyme (Cahors, Lot)",Cistercian,142.0,1214-1789
Nonenque,Oraison-Dieu,Cistercian,144.5,1167-1789
"La Merced (Barcelona, Spain)","Sorores del Saco, Santa Maria del Mar",Augustinian,0.0,1270-1285
"La Merced (Barcelona, Spain)",S. Llucia de Rajadell,Augustinian,55.0,1278-1500
"La Merced (Barcelona, Spain)","S. Maria del Camp (Veciana, Spain)",Augustinian,64.9,1265-1835
la Joie-Ste Clare (Berneuil-sur-Aisne),Abbaye-aux-Bois,Cistercian,31.5,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),Biaches,Cistercian,57.1,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),Monchy-le-Perreux,Cistercian,95.4,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),"Brayelle-les-Annay, la",Cistercian,116.9,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),"Le Vivier (Wancourt, Pas-de-Calais)",Cistercian,93.1,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),Pont-aux-Dames,Cistercian,59.9,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),"Le Parc-aux-Dames (Auger-Saint-Vincent, Oise)",Cistercian,26.0,1240-1790
la Joie-Ste Clare (Berneuil-sur-Aisne),Abbaye Notre-Dame de Beaupré-sur-la-Lys,Cistercian,137.6,1240-1790
